store_nbr,item_nbr,units,season
19,83,21,spring
20,5,134,spring
20,18,1,spring
20,41,45,spring
20,74,4,spring
21,5,112,spring
21,44,84,spring
22,9,95,spring
22,68,46,spring
22,78,1,spring
23,5,80,spring
23,29,1,spring
23,45,35,spring
24,6,9,spring
24,43,54,spring
24,76,1,spring
25,9,146,spring
25,45,90,spring
26,2,7,spring
26,5,50,spring
26,45,60,spring
27,9,117,spring
27,21,4,spring
27,68,42,spring
27,80,1,spring
28,5,29,spring
28,35,1,spring
28,45,53,spring
29,8,72,spring
29,41,34,spring
29,45,67,spring
30,16,49,spring
30,44,202,spring
31,9,103,spring
31,45,120,spring
31,67,18,spring
31,98,2,spring
32,9,25,spring
32,45,93,spring
33,9,92,spring
33,44,211,spring
34,9,64,spring
34,45,95,spring
34,52,1,spring
35,16,31,spring
35,24,1,spring
35,63,4,spring
35,66,18,spring
36,1,5,spring
36,9,51,spring
36,44,48,spring
37,5,50,spring
37,45,83,spring
37,53,2,spring
38,9,115,spring
38,45,113,spring
38,98,2,spring
39,9,1,spring
39,36,6,spring
39,103,1,spring
40,5,51,spring
40,45,111,spring
41,16,56,spring
41,68,20,spring
42,5,42,spring
42,45,68,spring
43,3,1,spring
43,16,16,spring
43,37,14,spring
44,5,42,spring
44,68,44,spring
44,94,2,spring
45,9,28,spring
45,26,5,spring
1,9,23,spring
1,28,12,spring
1,51,1,spring
2,5,68,spring
2,44,119,spring
3,2,8,spring
3,5,79,spring
3,45,77,spring
4,9,125,spring
4,27,8,spring
4,97,1,spring
5,16,11,spring
5,20,2,spring
5,37,8,spring
6,9,84,spring
6,14,1,spring
6,45,79,spring
7,5,110,spring
7,23,15,spring
8,5,36,spring
8,23,5,spring
8,59,1,spring
8,100,2,spring
9,5,30,spring
9,42,8,spring
9,45,53,spring
10,5,88,spring
10,37,18,spring
11,9,12,spring
11,61,3,spring
11,68,29,spring
11,86,2,spring
11,87,2,spring
12,16,30,spring
12,37,14,spring
12,79,7,spring
13,5,63,spring
13,36,81,spring
14,9,8,spring
14,15,5,spring
14,25,12,spring
14,70,2,spring
15,5,59,spring
15,17,2,spring
15,45,73,spring
16,16,42,spring
16,25,172,spring
16,77,5,spring
17,9,70,spring
17,37,54,spring
17,48,103,spring
17,71,1,spring
18,5,3,spring
18,37,16,spring
19,16,12,spring
19,69,5,spring
19,75,2,spring
19,83,5,spring
20,5,47,spring
20,41,36,spring
20,74,5,spring
21,5,27,spring
21,44,83,spring
22,9,34,spring
22,54,2,spring
22,68,27,spring
22,78,10,spring
23,5,76,spring
23,45,33,spring
24,6,55,spring
24,43,43,spring
25,9,60,spring
25,12,1,spring
25,45,70,spring
26,2,7,spring
26,5,64,spring
26,45,42,spring
27,9,37,spring
27,21,5,spring
27,68,34,spring
28,2,1,spring
28,5,14,spring
28,45,41,spring
29,8,42,spring
29,41,20,spring
29,45,57,spring
30,16,41,spring
30,44,160,spring
30,65,1,spring
31,9,81,spring
31,45,64,spring
31,67,12,spring
31,98,4,spring
32,9,42,spring
32,45,41,spring
32,58,1,spring
33,9,143,spring
33,44,272,spring
34,9,55,spring
34,45,82,spring
34,52,2,spring
35,16,22,spring
35,63,1,spring
35,66,27,spring
36,1,2,spring
36,9,28,spring
36,44,60,spring
37,5,49,spring
37,45,39,spring
37,53,1,spring
38,9,77,spring
38,45,97,spring
38,98,2,spring
39,36,7,spring
40,5,30,spring
40,45,63,spring
41,16,39,spring
41,68,27,spring
41,86,2,spring
42,5,25,spring
42,45,61,spring
42,82,1,spring
43,3,5,spring
43,16,13,spring
43,37,13,spring
44,5,23,spring
44,68,22,spring
44,94,2,spring
45,4,1,spring
45,9,24,spring
45,26,5,spring
1,9,43,spring
2,5,63,spring
2,44,119,spring
3,2,4,spring
3,5,96,spring
3,45,65,spring
4,9,134,spring
4,27,17,spring
4,90,2,spring
5,16,16,spring
5,20,2,spring
5,37,10,spring
6,9,75,spring
6,45,70,spring
7,5,128,spring
7,23,12,spring
8,5,20,spring
8,23,7,spring
8,59,1,spring
9,5,27,spring
9,42,9,spring
9,45,55,spring
10,5,31,spring
10,37,12,spring
10,86,3,spring
11,9,22,spring
11,68,30,spring
11,87,1,spring
12,16,22,spring
12,37,9,spring
13,5,50,spring
13,36,77,spring
14,15,7,spring
14,25,11,spring
15,5,36,spring
15,17,1,spring
15,45,84,spring
16,16,11,spring
16,25,79,spring
16,77,1,spring
17,9,82,spring
17,37,54,spring
17,48,83,spring
17,71,3,spring
18,5,4,spring
18,37,10,spring
18,72,1,spring
19,16,6,spring
19,75,2,spring
20,5,91,spring
20,18,1,spring
20,41,18,spring
20,74,7,spring
21,5,55,spring
21,44,75,spring
21,91,1,spring
22,9,50,spring
22,68,30,spring
22,78,3,spring
23,5,29,spring
23,45,33,spring
24,6,27,spring
24,43,46,spring
25,9,80,spring
25,45,61,spring
26,2,1,spring
26,5,22,spring
26,45,40,spring
27,9,23,spring
27,21,5,spring
27,68,21,spring
28,2,2,spring
28,5,28,spring
28,45,36,spring
29,8,53,spring
29,41,13,spring
29,45,45,spring
30,16,53,spring
30,44,154,spring
30,65,1,spring
31,9,29,spring
31,45,67,spring
31,67,9,spring
32,9,18,spring
32,19,1,spring
32,45,36,spring
32,58,1,spring
33,9,60,spring
33,44,142,spring
34,9,39,spring
34,45,79,spring
34,52,2,spring
35,16,8,spring
35,24,4,spring
35,63,2,spring
35,66,10,spring
36,1,1,spring
36,9,22,spring
36,30,2,spring
36,44,53,spring
37,5,32,spring
37,45,44,spring
37,53,2,spring
38,9,82,spring
38,45,71,spring
39,9,1,spring
39,36,7,spring
40,5,32,spring
40,45,52,spring
40,55,3,spring
41,16,41,spring
41,61,2,spring
41,68,35,spring
42,5,24,spring
42,45,48,spring
43,16,17,spring
43,37,5,spring
44,5,59,spring
44,68,27,spring
44,94,2,spring
45,9,7,spring
45,26,2,spring
1,9,19,spring
1,28,3,spring
2,5,74,spring
2,44,80,spring
3,5,90,spring
3,45,49,spring
4,9,56,spring
4,27,8,spring
4,90,1,spring
4,101,6,spring
5,16,13,spring
5,37,5,spring
6,9,44,spring
6,45,40,spring
7,5,53,spring
7,23,17,spring
8,5,31,spring
8,23,8,spring
8,59,1,spring
8,84,2,spring
9,5,25,spring
9,42,9,spring
9,45,49,spring
10,5,72,spring
10,37,18,spring
10,86,2,spring
11,9,16,spring
11,61,3,spring
11,68,30,spring
11,87,3,spring
12,16,21,spring
12,37,2,spring
12,79,2,spring
13,5,64,spring
13,36,69,spring
14,9,11,spring
14,15,2,spring
14,25,11,spring
15,5,29,spring
15,45,69,spring
15,86,2,spring
16,16,21,spring
16,25,120,spring
16,77,2,spring
17,9,80,spring
17,37,53,spring
17,48,85,spring
18,5,8,spring
18,37,9,spring
19,16,15,spring
19,69,4,spring
19,83,9,spring
20,5,46,spring
20,18,1,spring
20,41,40,spring
20,74,6,spring
21,5,29,spring
21,44,79,spring
22,9,37,spring
22,68,27,spring
23,5,42,spring
23,29,5,spring
23,45,40,spring
24,6,14,spring
24,43,42,spring
24,76,1,spring
25,9,125,spring
25,12,1,spring
25,45,70,spring
26,2,2,spring
26,5,26,spring
26,45,47,spring
27,9,25,spring
27,68,25,spring
27,80,1,spring
28,2,4,spring
28,5,37,spring
28,35,2,spring
28,45,45,spring
29,8,16,spring
29,41,30,spring
29,45,48,spring
30,16,36,spring
30,44,153,spring
31,9,43,spring
31,45,62,spring
31,67,7,spring
31,98,2,spring
32,9,37,spring
32,45,54,spring
32,51,1,spring
32,58,9,spring
33,9,57,spring
33,44,181,spring
34,9,51,spring
34,31,1,spring
34,45,61,spring
34,52,2,spring
35,16,13,spring
35,24,13,spring
35,66,20,spring
36,1,3,spring
36,9,30,spring
36,30,2,spring
36,44,42,spring
37,5,14,spring
37,45,36,spring
37,53,3,spring
38,9,20,spring
38,45,63,spring
38,98,4,spring
39,9,12,spring
39,36,6,spring
39,103,4,spring
40,5,17,spring
40,45,35,spring
41,16,27,spring
41,68,20,spring
42,5,19,spring
42,45,68,spring
43,3,1,spring
43,16,20,spring
43,37,12,spring
44,5,16,spring
44,68,56,spring
45,9,7,spring
45,26,4,spring
1,9,34,spring
1,28,2,spring
2,5,21,spring
2,44,121,spring
3,5,31,spring
3,45,67,spring
4,9,65,spring
4,27,9,spring
4,90,1,spring
5,16,23,spring
5,20,1,spring
5,37,10,spring
6,9,25,spring
6,45,54,spring
7,5,83,spring
7,23,16,spring
8,5,48,spring
8,23,13,spring
8,100,3,spring
9,5,36,spring
9,42,13,spring
9,45,56,spring
10,5,45,spring
10,21,4,spring
10,37,11,spring
10,86,1,spring
11,9,19,spring
11,61,5,spring
11,68,19,spring
11,86,2,spring
11,87,2,spring
12,16,23,spring
12,37,8,spring
13,5,33,spring
13,36,65,spring
14,9,6,spring
14,15,11,spring
14,25,43,spring
14,70,1,spring
15,5,35,spring
15,17,2,spring
15,45,71,spring
15,61,2,spring
16,16,18,spring
16,25,119,spring
16,77,5,spring
17,9,78,spring
17,37,58,spring
17,48,99,spring
18,5,21,spring
18,37,10,spring
18,57,1,spring
18,72,1,spring
19,16,10,spring
19,69,1,spring
19,75,1,spring
19,83,5,spring
20,5,63,spring
20,18,3,spring
20,41,32,spring
20,74,2,spring
21,5,13,spring
21,44,73,spring
21,91,2,spring
22,9,39,spring
22,54,1,spring
22,68,44,spring
22,78,1,spring
23,5,30,spring
23,45,33,spring
23,56,6,spring
24,6,35,spring
24,43,30,spring
25,9,62,spring
25,12,1,spring
25,45,62,spring
26,2,1,spring
26,5,22,spring
26,45,47,spring
27,9,43,spring
27,21,4,spring
27,68,13,spring
28,2,5,spring
28,5,22,spring
28,45,41,spring
29,8,34,spring
29,41,27,spring
29,45,58,spring
29,56,1,spring
30,16,34,spring
30,44,127,spring
31,9,42,spring
31,45,68,spring
31,67,6,spring
32,9,38,spring
32,45,48,spring
32,51,2,spring
32,86,2,spring
33,9,50,spring
33,44,208,spring
34,9,98,spring
34,31,2,spring
34,45,68,spring
34,52,1,spring
35,16,17,spring
35,24,4,spring
35,63,2,spring
35,66,24,spring
36,9,33,spring
36,44,35,spring
37,5,27,spring
37,45,32,spring
38,9,52,spring
38,45,72,spring
38,86,2,spring
38,98,1,spring
39,9,1,spring
39,36,5,spring
39,103,2,spring
40,5,14,spring
40,45,31,spring
40,55,2,spring
41,16,31,spring
41,68,21,spring
42,5,32,spring
42,45,51,spring
43,16,17,spring
43,37,6,spring
44,5,23,spring
44,68,39,spring
44,94,1,spring
45,4,1,spring
45,9,17,spring
45,26,6,spring
1,9,6,spring
1,28,5,spring
2,5,36,spring
2,44,128,spring
3,5,76,spring
3,45,85,spring
4,9,159,spring
4,27,13,spring
4,90,1,spring
5,16,8,spring
5,20,1,spring
5,37,20,spring
6,9,12,spring
6,45,44,spring
7,5,61,spring
7,23,16,spring
8,5,13,spring
8,23,13,spring
8,59,1,spring
8,84,2,spring
8,100,1,spring
9,5,61,spring
9,42,11,spring
9,45,63,spring
10,5,52,spring
10,21,1,spring
10,37,15,spring
11,9,29,spring
11,68,28,spring
11,86,3,spring
11,87,5,spring
12,16,30,spring
12,37,12,spring
13,5,19,spring
13,36,65,spring
14,9,19,spring
14,25,27,spring
15,5,73,spring
15,17,4,spring
15,45,139,spring
15,61,3,spring
16,16,20,spring
16,25,162,spring
16,77,9,spring
17,9,79,spring
17,37,54,spring
17,48,110,spring
17,71,2,spring
18,5,23,spring
18,37,11,spring
18,57,5,spring
19,16,12,spring
19,69,1,spring
19,83,12,spring
20,5,38,spring
20,41,28,spring
20,74,4,spring
21,5,38,spring
21,44,68,spring
21,91,1,spring
22,9,58,spring
22,68,29,spring
23,5,18,spring
23,29,1,spring
23,45,33,spring
24,6,13,spring
24,43,44,spring
25,9,121,spring
25,45,101,spring
26,2,10,spring
26,5,41,spring
26,45,42,spring
27,9,28,spring
27,21,2,spring
27,68,26,spring
28,2,2,spring
28,5,13,spring
28,35,1,spring
28,45,34,spring
29,8,7,spring
29,41,27,spring
29,45,55,spring
30,16,31,spring
30,44,122,spring
31,9,42,spring
31,45,78,spring
31,67,11,spring
31,98,1,spring
32,9,53,spring
32,45,45,spring
32,51,1,spring
33,9,76,spring
33,44,205,spring
34,9,36,spring
34,45,87,spring
34,52,1,spring
35,16,9,spring
35,24,15,spring
35,66,18,spring
36,1,3,spring
36,9,20,spring
36,30,2,spring
36,44,47,spring
37,5,59,spring
37,45,42,spring
37,53,1,spring
38,9,34,spring
38,45,97,spring
38,52,1,spring
38,86,1,spring
39,9,3,spring
39,36,6,spring
40,5,63,spring
40,45,109,spring
40,55,2,spring
41,16,42,spring
41,61,2,spring
41,68,31,spring
42,5,21,spring
42,45,50,spring
42,82,2,spring
43,16,18,spring
43,37,9,spring
44,5,26,spring
44,68,17,spring
45,9,14,spring
45,26,2,spring
1,9,26,spring
1,28,7,spring
2,5,107,spring
2,44,182,spring
3,5,103,spring
3,45,83,spring
4,9,100,spring
4,27,16,spring
4,90,3,spring
4,101,4,spring
5,16,23,spring
5,20,3,spring
5,37,23,spring
6,9,34,spring
6,45,69,spring
7,5,66,spring
7,7,1,spring
7,23,34,spring
8,5,26,spring
8,23,17,spring
8,59,1,spring
9,5,67,spring
9,42,12,spring
9,45,72,spring
10,5,200,spring
10,21,3,spring
10,37,16,spring
11,9,58,spring
11,61,1,spring
11,68,31,spring
11,86,1,spring
11,87,2,spring
12,16,43,spring
12,37,13,spring
12,79,1,spring
12,86,2,spring
13,5,29,spring
13,36,80,spring
14,9,23,spring
14,15,5,spring
14,25,29,spring
14,33,2,spring
14,70,3,spring
15,5,96,spring
15,45,113,spring
15,61,1,spring
16,16,35,spring
16,25,183,spring
16,77,3,spring
17,9,91,spring
17,37,61,spring
17,48,102,spring
18,5,25,spring
18,37,22,spring
18,72,1,spring
19,16,15,spring
19,69,2,spring
19,75,8,spring
19,83,9,spring
20,5,64,spring
20,18,3,spring
20,41,40,spring
20,74,4,spring
21,5,60,spring
21,44,87,spring
22,9,43,spring
22,54,1,spring
22,68,40,spring
23,5,31,spring
23,29,2,spring
23,45,38,spring
24,6,16,spring
24,43,53,spring
24,60,4,spring
25,9,130,spring
25,45,64,spring
26,2,3,spring
26,5,23,spring
26,45,45,spring
27,9,32,spring
27,21,2,spring
27,68,22,spring
28,2,3,spring
28,5,24,spring
28,35,1,spring
28,45,76,spring
29,8,20,spring
29,41,23,spring
29,45,58,spring
30,16,43,spring
30,44,163,spring
30,65,1,spring
31,9,71,spring
31,45,67,spring
31,67,11,spring
31,98,2,spring
32,9,45,spring
32,19,1,spring
32,45,49,spring
32,51,9,spring
32,58,1,spring
33,9,125,spring
33,44,231,spring
34,9,35,spring
34,45,120,spring
34,52,1,spring
35,16,19,spring
35,24,15,spring
35,63,4,spring
35,66,16,spring
36,1,6,spring
36,9,25,spring
36,30,1,spring
36,44,49,spring
37,5,40,spring
37,45,56,spring
37,53,1,spring
38,9,91,spring
38,45,106,spring
38,52,9,spring
39,36,7,spring
40,5,67,spring
40,15,1,spring
40,45,56,spring
40,55,1,spring
41,16,43,spring
41,68,42,spring
41,86,4,spring
42,5,28,spring
42,45,61,spring
43,3,1,spring
43,16,25,spring
43,37,6,spring
44,5,33,spring
44,68,45,spring
44,94,3,spring
45,9,13,spring
45,26,4,spring
1,9,103,spring
1,28,3,spring
2,5,65,spring
2,11,3,spring
2,44,188,spring
3,5,39,spring
3,45,78,spring
4,9,210,spring
4,27,12,spring
4,90,1,spring
4,101,1,spring
5,16,27,spring
5,20,1,spring
5,32,1,spring
5,37,16,spring
6,9,78,spring
6,45,61,spring
7,5,30,spring
7,7,1,spring
7,23,35,spring
8,5,41,spring
8,23,20,spring
8,59,1,spring
8,100,2,spring
9,5,59,spring
9,42,15,spring
9,45,86,spring
10,5,107,spring
10,37,23,spring
11,9,52,spring
11,68,58,spring
11,87,2,spring
12,16,56,spring
12,37,20,spring
13,5,80,spring
13,36,93,spring
14,9,24,spring
14,25,24,spring
14,33,1,spring
15,5,114,spring
15,17,1,spring
15,45,135,spring
15,86,1,spring
16,16,30,spring
16,25,181,spring
16,77,12,spring
17,9,99,spring
17,37,90,spring
17,48,115,spring
17,71,4,spring
18,5,31,spring
18,37,28,spring
18,57,4,spring
19,16,17,spring
19,69,1,spring
19,75,3,spring
19,83,15,spring
20,5,96,spring
20,41,41,spring
20,74,1,spring
21,5,52,spring
21,44,75,spring
21,91,1,spring
22,9,102,spring
22,68,51,spring
22,78,7,spring
23,5,40,spring
23,45,47,spring
23,56,1,spring
24,6,7,spring
24,43,40,spring
24,76,1,spring
25,9,217,spring
25,12,1,spring
25,45,89,spring
26,2,1,spring
26,5,27,spring
26,45,56,spring
27,9,67,spring
27,21,2,spring
27,68,51,spring
27,80,2,spring
28,2,2,spring
28,5,26,spring
28,45,67,spring
29,8,33,spring
29,41,51,spring
29,45,55,spring
29,56,3,spring
30,16,42,spring
30,44,179,spring
30,65,1,spring
31,9,48,spring
31,45,73,spring
31,67,20,spring
32,9,41,spring
32,19,1,spring
32,45,58,spring
32,51,1,spring
32,58,3,spring
33,9,141,spring
33,44,183,spring
34,9,36,spring
34,45,91,spring
35,16,21,spring
35,24,11,spring
35,63,3,spring
35,66,18,spring
36,1,4,spring
36,9,56,spring
36,30,1,spring
36,44,53,spring
37,5,35,spring
37,45,70,spring
38,9,75,spring
38,45,126,spring
38,52,2,spring
38,98,1,spring
39,9,4,spring
39,36,10,spring
39,103,1,spring
40,5,87,spring
40,45,87,spring
40,55,3,spring
41,16,70,spring
41,61,1,spring
41,68,36,spring
42,5,42,spring
42,45,89,spring
43,3,2,spring
43,16,36,spring
43,37,13,spring
44,5,54,spring
44,62,1,spring
44,68,55,spring
44,94,2,spring
45,9,15,spring
45,26,1,spring
1,9,20,spring
1,28,3,spring
2,5,60,spring
2,11,3,spring
2,44,102,spring
3,5,62,spring
3,45,65,spring
4,9,55,spring
4,27,15,spring
4,90,2,spring
4,101,4,spring
5,16,28,spring
5,20,1,spring
5,37,20,spring
6,9,83,spring
6,45,81,spring
7,5,50,spring
7,7,2,spring
7,23,24,spring
8,5,28,spring
8,23,7,spring
8,59,2,spring
8,100,1,spring
9,5,75,spring
9,10,6,spring
9,42,15,spring
9,45,63,spring
10,5,117,spring
10,21,1,spring
10,37,17,spring
11,9,38,spring
11,68,37,spring
11,87,3,spring
12,16,22,spring
12,37,18,spring
13,5,27,spring
13,36,95,spring
14,9,12,spring
14,25,18,spring
14,33,2,spring
14,70,4,spring
15,5,45,spring
15,17,3,spring
15,45,81,spring
15,61,1,spring
16,16,30,spring
16,25,129,spring
16,77,2,spring
17,9,86,spring
17,37,60,spring
17,48,107,spring
18,5,21,spring
18,37,14,spring
18,72,2,spring
19,16,11,spring
19,69,3,spring
19,83,6,spring
20,5,44,spring
20,18,1,spring
20,41,20,spring
20,74,3,spring
21,5,35,spring
21,44,82,spring
22,9,43,spring
22,54,1,spring
22,68,41,spring
22,78,4,spring
23,5,59,spring
23,29,2,spring
23,45,38,spring
23,56,8,spring
24,6,17,spring
24,43,43,spring
25,9,225,spring
25,12,3,spring
25,45,71,spring
26,2,11,spring
26,5,47,spring
26,45,45,spring
27,9,54,spring
27,21,1,spring
27,68,43,spring
28,5,23,spring
28,45,52,spring
29,8,38,spring
29,41,16,spring
29,45,59,spring
30,13,2,spring
30,16,26,spring
30,44,140,spring
30,65,1,spring
31,9,46,spring
31,45,60,spring
31,67,9,spring
32,9,8,spring
32,19,2,spring
32,45,54,spring
33,9,69,spring
33,44,242,spring
34,9,49,spring
34,31,1,spring
34,45,64,spring
34,52,4,spring
35,16,14,spring
35,24,7,spring
35,63,8,spring
35,66,19,spring
36,1,1,spring
36,9,39,spring
36,44,64,spring
37,5,35,spring
37,45,33,spring
38,9,78,spring
38,45,99,spring
38,98,1,spring
39,9,4,spring
39,36,4,spring
40,5,33,spring
40,45,71,spring
40,55,1,spring
41,16,37,spring
41,61,3,spring
41,68,19,spring
42,5,22,spring
42,45,49,spring
42,82,1,spring
43,3,1,spring
43,16,25,spring
43,37,9,spring
44,5,35,spring
44,68,36,spring
44,94,2,spring
45,4,2,spring
45,9,19,spring
45,26,3,spring
1,9,29,spring
1,28,5,spring
2,5,41,spring
2,44,96,spring
3,5,42,spring
3,45,61,spring
4,9,43,spring
4,27,9,spring
4,90,1,spring
5,16,10,spring
5,20,1,spring
5,37,8,spring
6,9,19,spring
6,45,69,spring
7,5,46,spring
7,23,14,spring
8,5,15,spring
8,23,5,spring
9,5,22,spring
9,10,3,spring
9,42,6,spring
9,45,56,spring
10,5,7,spring
10,21,1,spring
10,37,17,spring
11,9,39,spring
11,61,5,spring
11,68,20,spring
11,87,1,spring
12,16,34,spring
12,37,19,spring
13,5,39,spring
13,36,56,spring
14,9,26,spring
14,25,49,spring
14,33,2,spring
15,5,93,spring
15,17,1,spring
15,45,78,spring
15,61,1,spring
15,86,1,spring
16,16,19,spring
16,25,123,spring
17,9,70,spring
17,37,49,spring
17,48,75,spring
17,71,1,spring
18,5,14,spring
18,37,12,spring
18,72,1,spring
19,16,14,spring
19,69,2,spring
19,83,8,spring
20,5,69,spring
20,18,1,spring
20,41,19,spring
20,74,1,spring
21,5,60,spring
21,44,55,spring
22,9,95,spring
22,54,1,spring
22,68,29,spring
23,5,59,spring
23,29,1,spring
23,45,26,spring
24,6,26,spring
24,43,58,spring
24,60,1,spring
24,76,1,spring
25,9,97,spring
25,45,64,spring
26,2,7,spring
26,5,79,spring
26,45,45,spring
27,9,29,spring
27,21,2,spring
27,68,35,spring
28,5,64,spring
28,45,54,spring
29,8,13,spring
29,41,19,spring
29,45,58,spring
30,16,30,spring
30,44,137,spring
31,9,21,spring
31,45,59,spring
31,67,8,spring
32,9,25,spring
32,19,3,spring
32,45,43,spring
33,9,113,spring
33,44,128,spring
34,9,2,spring
34,45,74,spring
34,52,1,spring
34,84,1,spring
35,16,13,spring
35,24,10,spring
35,63,2,spring
35,66,15,spring
36,1,1,spring
36,9,48,spring
36,44,39,spring
37,5,6,spring
37,45,47,spring
38,9,78,spring
38,45,52,spring
38,98,1,spring
39,9,10,spring
39,36,9,spring
40,5,35,spring
40,45,49,spring
40,55,5,spring
41,16,41,spring
41,61,6,spring
41,68,13,spring
42,5,35,spring
42,45,50,spring
42,82,1,spring
43,16,24,spring
43,37,18,spring
44,5,13,spring
44,62,1,spring
44,68,29,spring
45,9,8,spring
45,26,4,spring
1,9,12,spring
1,28,6,spring
2,5,52,spring
2,44,86,spring
3,5,79,spring
3,45,69,spring
4,9,46,spring
4,27,12,spring
4,90,2,spring
5,16,12,spring
5,32,1,spring
5,37,12,spring
6,9,26,spring
6,14,1,spring
6,45,62,spring
7,5,103,spring
7,7,2,spring
7,23,22,spring
8,5,31,spring
8,23,6,spring
8,59,1,spring
9,5,23,spring
9,42,3,spring
9,45,55,spring
10,5,70,spring
10,37,6,spring
11,9,14,spring
11,68,32,spring
11,87,2,spring
12,16,15,spring
12,37,7,spring
13,5,96,spring
13,36,85,spring
14,9,14,spring
14,25,11,spring
14,33,1,spring
15,5,15,spring
15,17,2,spring
15,45,73,spring
15,61,1,spring
16,16,24,spring
16,25,165,spring
16,77,2,spring
17,9,39,spring
17,37,51,spring
17,48,93,spring
18,5,17,spring
18,37,17,spring
18,57,1,spring
19,16,5,spring
19,69,1,spring
19,83,4,spring
20,5,29,spring
20,41,34,spring
20,74,4,spring
21,5,23,spring
21,44,85,spring
22,9,12,spring
22,54,2,spring
22,68,26,spring
23,5,21,spring
23,45,17,spring
24,6,37,spring
24,43,50,spring
24,60,1,spring
25,9,125,spring
25,12,1,spring
25,45,61,spring
26,2,4,spring
26,5,29,spring
26,45,42,spring
27,9,12,spring
27,21,2,spring
27,68,25,spring
27,80,1,spring
28,2,2,spring
28,5,18,spring
28,45,45,spring
29,8,12,spring
29,41,17,spring
29,45,41,spring
30,13,5,spring
30,16,22,spring
30,44,126,spring
31,9,9,spring
31,45,53,spring
31,67,4,spring
32,9,38,spring
32,45,52,spring
32,58,4,spring
32,86,1,spring
33,9,29,spring
33,44,142,spring
33,92,7,spring
34,9,11,spring
34,45,59,spring
34,52,1,spring
35,16,11,spring
35,24,15,spring
35,63,4,spring
35,66,29,spring
36,1,1,spring
36,9,29,spring
36,30,1,spring
36,44,39,spring
37,5,29,spring
37,45,35,spring
38,9,47,spring
38,45,62,spring
38,98,1,spring
39,9,1,spring
39,36,10,spring
40,5,18,spring
40,45,51,spring
40,55,2,spring
41,16,34,spring
41,61,4,spring
41,68,15,spring
42,5,32,spring
42,45,51,spring
42,82,1,spring
43,3,1,spring
43,16,15,spring
43,37,8,spring
43,73,1,spring
44,5,12,spring
44,62,1,spring
44,68,38,spring
45,9,19,spring
1,9,4,spring
1,28,3,spring
2,5,29,spring
2,44,106,spring
3,5,60,spring
3,45,61,spring
4,9,128,spring
4,27,8,spring
4,90,1,spring
4,101,3,spring
5,16,20,spring
5,20,1,spring
5,37,6,spring
6,9,12,spring
6,45,57,spring
7,5,23,spring
7,23,12,spring
8,5,9,spring
8,23,9,spring
9,5,41,spring
9,42,4,spring
9,45,53,spring
10,5,70,spring
10,37,20,spring
11,9,21,spring
11,68,33,spring
11,87,1,spring
12,16,33,spring
12,37,16,spring
12,79,1,spring
13,5,38,spring
13,36,73,spring
14,9,38,spring
14,25,57,spring
15,5,57,spring
15,45,76,spring
15,61,3,spring
16,16,28,spring
16,25,135,spring
16,77,1,spring
17,9,62,spring
17,37,50,spring
17,48,102,spring
18,5,18,spring
18,37,16,spring
18,57,1,spring
19,16,8,spring
19,69,1,spring
19,75,1,spring
19,83,6,spring
20,5,79,spring
20,41,23,spring
20,74,2,spring
21,5,40,spring
21,44,75,spring
22,9,27,spring
22,54,1,spring
22,68,17,spring
22,78,2,spring
23,5,8,spring
23,29,3,spring
23,45,40,spring
23,56,5,spring
24,6,92,spring
24,43,33,spring
24,60,1,spring
25,9,171,spring
25,45,55,spring
26,2,7,spring
26,5,44,spring
26,45,51,spring
27,9,59,spring
27,21,3,spring
27,68,41,spring
28,2,5,spring
28,5,26,spring
28,45,39,spring
29,8,8,spring
29,41,15,spring
29,45,49,spring
30,16,30,spring
30,44,122,spring
30,65,1,spring
31,9,26,spring
31,45,63,spring
31,67,12,spring
31,98,1,spring
32,9,42,spring
32,19,1,spring
32,45,36,spring
32,58,1,spring
33,9,58,spring
33,44,215,spring
33,92,1,spring
34,9,25,spring
34,31,1,spring
34,45,94,spring
35,16,9,spring
35,24,10,spring
35,63,5,spring
35,66,16,spring
36,1,6,spring
36,9,8,spring
36,44,52,spring
37,5,29,spring
37,45,26,spring
38,9,40,spring
38,45,58,spring
38,52,1,spring
38,98,1,spring
39,9,7,spring
39,36,16,spring
39,103,1,spring
40,5,21,spring
40,45,66,spring
40,55,1,spring
41,16,39,spring
41,61,3,spring
41,68,19,spring
41,86,2,spring
42,5,53,spring
42,45,42,spring
43,3,2,spring
43,16,13,spring
43,37,10,spring
43,73,2,spring
44,5,21,spring
44,62,3,spring
44,68,34,spring
45,9,13,spring
45,26,3,spring
1,9,17,spring
1,28,7,spring
2,5,68,spring
2,11,2,spring
2,44,129,spring
3,2,4,spring
3,5,33,spring
3,45,59,spring
3,102,1,spring
4,9,53,spring
4,27,14,spring
5,16,14,spring
5,20,1,spring
5,32,2,spring
5,37,11,spring
6,9,24,spring
6,14,1,spring
6,45,49,spring
7,5,51,spring
7,7,2,spring
7,23,25,spring
8,5,62,spring
8,23,11,spring
8,59,3,spring
8,100,8,spring
9,5,61,spring
9,42,4,spring
9,45,61,spring
10,5,98,spring
10,21,1,spring
10,37,17,spring
11,9,7,spring
11,68,47,spring
11,87,1,spring
12,16,16,spring
12,37,13,spring
13,5,24,spring
13,36,90,spring
14,25,28,spring
14,33,1,spring
15,5,51,spring
